"year","fsi_annual_mean","country"
1978,0.151952116472714,"Sweden"
1979,0.108846966343454,"Sweden"
1980,0.131011603509182,"Sweden"
1981,0.197067237058811,"Sweden"
1982,0.243202140097754,"Sweden"
1983,0.171495099441082,"Sweden"
1984,0.131282905022543,"Sweden"
1985,0.184378954161267,"Sweden"
1986,0.10441810029261,"Sweden"
1987,0.130392527094101,"Sweden"
1988,0.0773372219647336,"Sweden"
1989,0.0434848853976921,"Sweden"
1990,0.102213633587526,"Sweden"
1991,0.246267690101631,"Sweden"
1992,0.353646626388868,"Sweden"
1993,0.328481470460692,"Sweden"
1994,0.151432049455666,"Sweden"
1995,0.119247892987469,"Sweden"
1996,0.0832507568888767,"Sweden"
1997,0.0717178526129525,"Sweden"
1998,0.107134033925757,"Sweden"
1999,0.0805614296592249,"Sweden"
2000,0.110807958018999,"Sweden"
2001,0.13379390018953,"Sweden"
2002,0.0893916958599646,"Sweden"
2003,0.177951027857982,"Sweden"
2004,0.122925274137584,"Sweden"
2005,0.0815929216284438,"Sweden"
2006,0.0642493667973062,"Sweden"
2007,0.095106836610019,"Sweden"
2008,0.213343183405448,"Sweden"
2009,0.463847516357676,"Sweden"
2010,0.169352356663928,"Sweden"
2011,0.0844248936899185,"Sweden"
2012,0.103854952349437,"Sweden"
2013,0.0631611961369096,"Sweden"
2014,0.0442342451655206,"Sweden"
2002,0.0773852534241387,"Slovenia"
2003,0.0604902872169415,"Slovenia"
2004,0.0628163571629375,"Slovenia"
2005,0.0759438419003939,"Slovenia"
2006,0.0680426230002383,"Slovenia"
2007,0.163369004267753,"Slovenia"
2008,0.177244444873438,"Slovenia"
2009,0.311929615172348,"Slovenia"
2010,0.262558105761877,"Slovenia"
2011,0.191940883545017,"Slovenia"
2012,0.266779674214267,"Slovenia"
2013,0.13121906678872,"Slovenia"
2014,0.075600145917521,"Slovenia"
1996,0.0577541870715037,"Slovakia"
1997,0.15817220299408,"Slovakia"
1998,0.31252344062576,"Slovakia"
1999,0.269830227037146,"Slovakia"
2000,0.123904570346739,"Slovakia"
2001,0.066549038525983,"Slovakia"
2002,0.0700278898879892,"Slovakia"
2003,0.0581649427002789,"Slovakia"
2004,0.0491777067343834,"Slovakia"
2005,0.0813138966040635,"Slovakia"
2006,0.0656409503380657,"Slovakia"
2007,0.0343747123208615,"Slovakia"
2008,0.0535042140908064,"Slovakia"
2009,0.120232228917628,"Slovakia"
2010,0.204708315915877,"Slovakia"
2011,0.0524955413035733,"Slovakia"
2012,0.0610033442391731,"Slovakia"
2013,0.100490180879135,"Slovakia"
2014,0.0846586762780983,"Slovakia"
