"country","year","worldbank_code","yrcurnt_corrected","elect_dummy","version","years_since_original","component","revision_cause","revision","cum_revision","iso2c","finstress_mean","endog_electionHW","endog_predHW","endog_3","general_gov_deficit","central_gov_debt"
"Austria",2003,"AUT",4,0,"2006-04-01",3,"deficit","due to revision of deficit/surplus or debt",0,0,"AT",0.528840630371812,0,0,3,-1.8,65.3984472673499
"Austria",2003,"AUT",4,0,"2006-04-01",3,"debt","due to revision of deficit/surplus or debt",0,0,"AT",0.528840630371812,0,0,3,-1.8,65.3984472673499
"Austria",2003,"AUT",4,0,"2006-10-01",3,"deficit","due to revision of deficit/surplus or debt",0,0,"AT",0.528840630371812,0,0,3,-1.8,65.3984472673499
"Austria",2003,"AUT",4,0,"2006-10-01",3,"debt","due to revision of deficit/surplus or debt",0,0,"AT",0.528840630371812,0,0,3,-1.8,65.3984472673499
"Austria",2004,"AUT",3,0,"2006-04-01",2,"deficit","due to revision of deficit/surplus or debt",0,0,"AT",0.418687346262267,0,0,3,-4.8,65.1058528808927
"Austria",2004,"AUT",3,0,"2006-04-01",2,"debt","due to revision of deficit/surplus or debt",0,0,"AT",0.418687346262267,0,0,3,-4.8,65.1058528808927
"Austria",2004,"AUT",3,0,"2006-10-01",2,"deficit","due to revision of deficit/surplus or debt",0,0,"AT",0.418687346262267,0,0,3,-4.8,65.1058528808927
"Austria",2004,"AUT",3,0,"2006-10-01",2,"debt","due to revision of deficit/surplus or debt",0,0,"AT",0.418687346262267,0,0,3,-4.8,65.1058528808927
"Austria",2004,"AUT",3,0,"2007-04-01",3,"debt","due to revision of deficit/surplus or debt",0.1,0.1,"AT",0.418687346262267,0,0,3,-4.8,65.1058528808927
"Austria",2004,"AUT",3,0,"2007-04-01",3,"deficit","due to revision of deficit/surplus or debt",-2.6,-2.6,"AT",0.418687346262267,0,0,3,-4.8,65.1058528808927
"Austria",2004,"AUT",3,0,"2007-10-01",3,"deficit","due to revision of deficit/surplus or debt",-0.6,-3.2,"AT",0.418687346262267,0,0,3,-4.8,65.1058528808927
"Austria",2004,"AUT",3,0,"2007-10-01",3,"debt","due to revision of deficit/surplus or debt",0,0.1,"AT",0.418687346262267,0,0,3,-4.8,65.1058528808927
"Austria",2005,"AUT",2,0,"2006-04-01",1,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.1,"AT",0.498428641063377,0,0,3,-2.5,65.429472355364
"Austria",2005,"AUT",2,0,"2006-04-01",1,"debt","due to revision of deficit/surplus or debt",0.1,0.1,"AT",0.498428641063377,0,0,3,-2.5,65.429472355364
"Austria",2005,"AUT",2,0,"2006-10-01",1,"deficit","due to revision of deficit/surplus or debt",0,-0.1,"AT",0.498428641063377,0,0,3,-2.5,65.429472355364
"Austria",2005,"AUT",2,0,"2006-10-01",1,"debt","due to revision of deficit/surplus or debt",0,0.1,"AT",0.498428641063377,0,0,3,-2.5,65.429472355364
"Austria",2005,"AUT",2,0,"2007-04-01",2,"deficit","due to revision of deficit/surplus or debt",0.1,0,"AT",0.498428641063377,0,0,3,-2.5,65.429472355364
"Austria",2005,"AUT",2,0,"2007-04-01",2,"debt","due to revision of deficit/surplus or debt",0.1,0.2,"AT",0.498428641063377,0,0,3,-2.5,65.429472355364
"Austria",2005,"AUT",2,0,"2007-10-01",2,"deficit","due to revision of deficit/surplus or debt",0,0,"AT",0.498428641063377,0,0,3,-2.5,65.429472355364
"Austria",2005,"AUT",2,0,"2007-10-01",2,"debt","due to revision of deficit/surplus or debt",0,0.2,"AT",0.498428641063377,0,0,3,-2.5,65.429472355364
"Austria",2005,"AUT",2,0,"2008-04-01",3,"debt","due to revision of deficit/surplus or debt",0,0.2,"AT",0.498428641063377,0,0,3,-2.5,65.429472355364
"Austria",2005,"AUT",2,0,"2008-04-01",3,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.1,"AT",0.498428641063377,0,0,3,-2.5,65.429472355364
"Austria",2005,"AUT",2,0,"2008-10-01",3,"debt","due to revision of deficit/surplus or debt",0,0.2,"AT",0.498428641063377,0,0,3,-2.5,65.429472355364
"Austria",2005,"AUT",2,0,"2008-10-01",3,"deficit","due to revision of deficit/surplus or debt",0,-0.1,"AT",0.498428641063377,0,0,3,-2.5,65.429472355364
"Austria",2006,"AUT",0,1,"2006-10-01",0,"deficit","due to revision of deficit/surplus or debt",-0.3,-0.3,"AT",0.492931586584929,0,1,2,-2.5,62.0422999271985
"Austria",2006,"AUT",0,1,"2006-10-01",0,"debt","due to revision of deficit/surplus or debt",-0.2,-0.2,"AT",0.492931586584929,0,1,2,-2.5,62.0422999271985
"Austria",2006,"AUT",0,1,"2007-04-01",1,"debt","due to revision of deficit/surplus or debt",0.2,0,"AT",0.492931586584929,0,1,2,-2.5,62.0422999271985
"Austria",2006,"AUT",0,1,"2007-04-01",1,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.4,"AT",0.492931586584929,0,1,2,-2.5,62.0422999271985
"Austria",2006,"AUT",0,1,"2007-10-01",1,"deficit","due to revision of deficit/surplus or debt",0,-0.4,"AT",0.492931586584929,0,1,2,-2.5,62.0422999271985
"Austria",2006,"AUT",0,1,"2007-10-01",1,"debt","due to revision of deficit/surplus or debt",0,0,"AT",0.492931586584929,0,1,2,-2.5,62.0422999271985
"Austria",2006,"AUT",0,1,"2008-04-01",2,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.5,"AT",0.492931586584929,0,1,2,-2.5,62.0422999271985
"Austria",2006,"AUT",0,1,"2008-04-01",2,"debt","due to revision of deficit/surplus or debt",0,0,"AT",0.492931586584929,0,1,2,-2.5,62.0422999271985
"Austria",2006,"AUT",0,1,"2008-10-01",2,"debt","due to revision of deficit/surplus or debt",0,0,"AT",0.492931586584929,0,1,2,-2.5,62.0422999271985
"Austria",2006,"AUT",0,1,"2008-10-01",2,"deficit","due to revision of deficit/surplus or debt",0,-0.5,"AT",0.492931586584929,0,1,2,-2.5,62.0422999271985
"Austria",2006,"AUT",0,1,"2009-04-01",3,"deficit","due to revision of deficit/surplus or debt",0.1,-0.4,"AT",0.492931586584929,0,1,2,-2.5,62.0422999271985
"Austria",2006,"AUT",0,1,"2009-04-01",3,"debt","due to revision of deficit/surplus or debt",0,0,"AT",0.492931586584929,0,1,2,-2.5,62.0422999271985
"Austria",2006,"AUT",0,1,"2009-10-01",3,"debt","due to revision of deficit/surplus or debt",0,0,"AT",0.492931586584929,0,1,2,-2.5,62.0422999271985
"Austria",2006,"AUT",0,1,"2009-10-01",3,"deficit","due to revision of deficit/surplus or debt",0,-0.4,"AT",0.492931586584929,0,1,2,-2.5,62.0422999271985
"Austria",2007,"AUT",4,0,"2007-10-01",0,"deficit","due to revision of deficit/surplus or debt",0.1,0.1,"AT",0.494144273660834,0,0,3,-1.3,59.0087548331503
"Austria",2007,"AUT",4,0,"2007-10-01",0,"debt","due to revision of deficit/surplus or debt",-0.1,-0.1,"AT",0.494144273660834,0,0,3,-1.3,59.0087548331503
"Austria",2007,"AUT",4,0,"2008-04-01",1,"debt","due to revision of deficit/surplus or debt",0,-0.1,"AT",0.494144273660834,0,0,3,-1.3,59.0087548331503
"Austria",2007,"AUT",4,0,"2008-04-01",1,"deficit","due to revision of deficit/surplus or debt",-0.1,0,"AT",0.494144273660834,0,0,3,-1.3,59.0087548331503
"Austria",2007,"AUT",4,0,"2008-10-01",1,"debt","due to revision of deficit/surplus or debt",0,-0.1,"AT",0.494144273660834,0,0,3,-1.3,59.0087548331503
"Austria",2007,"AUT",4,0,"2008-10-01",1,"deficit","due to revision of deficit/surplus or debt",0,0,"AT",0.494144273660834,0,0,3,-1.3,59.0087548331503
"Austria",2007,"AUT",4,0,"2009-04-01",2,"debt","due to revision of deficit/surplus or debt",0,-0.1,"AT",0.494144273660834,0,0,3,-1.3,59.0087548331503
"Austria",2007,"AUT",4,0,"2009-04-01",2,"deficit","due to revision of deficit/surplus or debt",0.1,0.1,"AT",0.494144273660834,0,0,3,-1.3,59.0087548331503
"Austria",2007,"AUT",4,0,"2009-10-01",2,"deficit","due to revision of deficit/surplus or debt",0,0.1,"AT",0.494144273660834,0,0,3,-1.3,59.0087548331503
"Austria",2007,"AUT",4,0,"2009-10-01",2,"debt","due to revision of deficit/surplus or debt",0.1,0,"AT",0.494144273660834,0,0,3,-1.3,59.0087548331503
"Austria",2007,"AUT",4,0,"2010-04-01",3,"deficit","due to revision of deficit/surplus or debt",-0.4,-0.3,"AT",0.494144273660834,0,0,3,-1.3,59.0087548331503
"Austria",2007,"AUT",4,0,"2010-04-01",3,"debt","due to revision of deficit/surplus or debt",1.4,1.4,"AT",0.494144273660834,0,0,3,-1.3,59.0087548331503
"Austria",2007,"AUT",4,0,"2010-10-01",3,"debt","due to revision of deficit/surplus or debt",0,1.4,"AT",0.494144273660834,0,0,3,-1.3,59.0087548331503
"Austria",2007,"AUT",4,0,"2010-10-01",3,"deficit","due to revision of deficit/surplus or debt",0,-0.3,"AT",0.494144273660834,0,0,3,-1.3,59.0087548331503
"Austria",2008,"AUT",0,1,"2008-10-01",0,"debt","due to revision of deficit/surplus or debt",0.1,0.1,"AT",0.414899982213679,1,0,1,-1.4,64.1444159292763
"Austria",2008,"AUT",0,1,"2008-10-01",0,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.1,"AT",0.414899982213679,1,0,1,-1.4,64.1444159292763
"Austria",2008,"AUT",0,1,"2009-04-01",1,"debt","due to revision of deficit/surplus or debt",0,0.1,"AT",0.414899982213679,1,0,1,-1.4,64.1444159292763
"Austria",2008,"AUT",0,1,"2009-04-01",1,"deficit","due to revision of deficit/surplus or debt",0,-0.1,"AT",0.414899982213679,1,0,1,-1.4,64.1444159292763
"Austria",2008,"AUT",0,1,"2009-10-01",1,"deficit","due to revision of deficit/surplus or debt",0,-0.1,"AT",0.414899982213679,1,0,1,-1.4,64.1444159292763
"Austria",2008,"AUT",0,1,"2009-10-01",1,"debt","due to revision of deficit/surplus or debt",0.1,0.2,"AT",0.414899982213679,1,0,1,-1.4,64.1444159292763
"Austria",2008,"AUT",0,1,"2010-04-01",2,"deficit","due to revision of deficit/surplus or debt",-0.5,-0.6,"AT",0.414899982213679,1,0,1,-1.4,64.1444159292763
"Austria",2008,"AUT",0,1,"2010-04-01",2,"debt","due to revision of deficit/surplus or debt",1.3,1.5,"AT",0.414899982213679,1,0,1,-1.4,64.1444159292763
"Austria",2008,"AUT",0,1,"2010-10-01",2,"debt","due to revision of deficit/surplus or debt",0,1.5,"AT",0.414899982213679,1,0,1,-1.4,64.1444159292763
"Austria",2008,"AUT",0,1,"2010-10-01",2,"deficit","due to revision of deficit/surplus or debt",0,-0.6,"AT",0.414899982213679,1,0,1,-1.4,64.1444159292763
"Austria",2008,"AUT",0,1,"2011-04-01",3,"debt","due to revision of deficit/surplus or debt",0,1.5,"AT",0.414899982213679,1,0,1,-1.4,64.1444159292763
"Austria",2008,"AUT",0,1,"2011-04-01",3,"deficit","due to revision of deficit/surplus or debt",0,-0.6,"AT",0.414899982213679,1,0,1,-1.4,64.1444159292763
"Austria",2008,"AUT",0,1,"2011-10-01",3,"debt","due to revision of deficit/surplus or debt",0,1.5,"AT",0.414899982213679,1,0,1,-1.4,64.1444159292763
"Austria",2008,"AUT",0,1,"2011-10-01",3,"deficit","due to revision of deficit/surplus or debt",0,-0.6,"AT",0.414899982213679,1,0,1,-1.4,64.1444159292763
"Austria",2009,"AUT",4,0,"2009-10-01",0,"deficit","due to revision of deficit/surplus or debt",0,0,"AT",0.547876913326155,0,0,3,-5.3,68.9922337872534
"Austria",2009,"AUT",4,0,"2009-10-01",0,"debt","due to revision of deficit/surplus or debt",0.4,0.4,"AT",0.547876913326155,0,0,3,-5.3,68.9922337872534
"Austria",2009,"AUT",4,0,"2010-04-01",1,"debt","due to revision of deficit/surplus or debt",2.2,2.6,"AT",0.547876913326155,0,0,3,-5.3,68.9922337872534
"Austria",2009,"AUT",4,0,"2010-04-01",1,"deficit","due to revision of deficit/surplus or debt",-0.6,-0.6,"AT",0.547876913326155,0,0,3,-5.3,68.9922337872534
"Austria",2009,"AUT",4,0,"2010-10-01",1,"debt","due to revision of deficit/surplus or debt",0,2.6,"AT",0.547876913326155,0,0,3,-5.3,68.9922337872534
"Austria",2009,"AUT",4,0,"2010-10-01",1,"deficit","due to revision of deficit/surplus or debt",0,-0.6,"AT",0.547876913326155,0,0,3,-5.3,68.9922337872534
"Austria",2009,"AUT",4,0,"2011-04-01",2,"debt","due to revision of deficit/surplus or debt",0,2.6,"AT",0.547876913326155,0,0,3,-5.3,68.9922337872534
"Austria",2009,"AUT",4,0,"2011-04-01",2,"deficit","due to revision of deficit/surplus or debt",0,-0.6,"AT",0.547876913326155,0,0,3,-5.3,68.9922337872534
"Austria",2009,"AUT",4,0,"2011-10-01",2,"debt","due to revision of deficit/surplus or debt",0,2.6,"AT",0.547876913326155,0,0,3,-5.3,68.9922337872534
"Austria",2009,"AUT",4,0,"2011-10-01",2,"deficit","due to revision of deficit/surplus or debt",0,-0.6,"AT",0.547876913326155,0,0,3,-5.3,68.9922337872534
"Austria",2009,"AUT",4,0,"2012-04-01",3,"debt","due to revision of deficit/surplus or debt",0,2.6,"AT",0.547876913326155,0,0,3,-5.3,68.9922337872534
"Austria",2009,"AUT",4,0,"2012-04-01",3,"deficit","due to revision of deficit/surplus or debt",0,-0.6,"AT",0.547876913326155,0,0,3,-5.3,68.9922337872534
"Austria",2009,"AUT",4,0,"2012-10-01",3,"debt","due to revision of deficit/surplus or debt",0,2.6,"AT",0.547876913326155,0,0,3,-5.3,68.9922337872534
"Austria",2009,"AUT",4,0,"2012-10-01",3,"deficit","due to revision of deficit/surplus or debt",0,-0.6,"AT",0.547876913326155,0,0,3,-5.3,68.9922337872534
"Austria",2010,"AUT",3,0,"2010-10-01",0,"debt","due to revision of deficit/surplus or debt",0.1,0.1,"AT",0.660746026107506,0,0,3,-4.4,72.1668418828998
"Austria",2010,"AUT",3,0,"2010-10-01",0,"deficit","due to revision of deficit/surplus or debt",0.2,0.2,"AT",0.660746026107506,0,0,3,-4.4,72.1668418828998
"Austria",2010,"AUT",3,0,"2011-04-01",1,"deficit","due to revision of deficit/surplus or debt",-0.1,0.1,"AT",0.660746026107506,0,0,3,-4.4,72.1668418828998
"Austria",2010,"AUT",3,0,"2011-04-01",1,"debt","due to revision of deficit/surplus or debt",0.1,0.2,"AT",0.660746026107506,0,0,3,-4.4,72.1668418828998
"Austria",2010,"AUT",3,0,"2011-10-01",1,"debt","due to revision of deficit/surplus or debt",0.1,0.3,"AT",0.660746026107506,0,0,3,-4.4,72.1668418828998
"Austria",2010,"AUT",3,0,"2011-10-01",1,"deficit","due to revision of deficit/surplus or debt",0,0.1,"AT",0.660746026107506,0,0,3,-4.4,72.1668418828998
"Austria",2010,"AUT",3,0,"2012-04-01",2,"debt","due to revision of deficit/surplus or debt",0,0.3,"AT",0.660746026107506,0,0,3,-4.4,72.1668418828998
"Austria",2010,"AUT",3,0,"2012-04-01",2,"deficit","due to revision of deficit/surplus or debt",0,0.1,"AT",0.660746026107506,0,0,3,-4.4,72.1668418828998
"Austria",2010,"AUT",3,0,"2012-10-01",2,"debt","due to revision of deficit/surplus or debt",0,0.3,"AT",0.660746026107506,0,0,3,-4.4,72.1668418828998
"Austria",2010,"AUT",3,0,"2012-10-01",2,"deficit","due to revision of deficit/surplus or debt",0,0.1,"AT",0.660746026107506,0,0,3,-4.4,72.1668418828998
"Austria",2010,"AUT",3,0,"2013-04-01",3,"debt","due to revision of deficit/surplus or debt",0.2,0.5,"AT",0.660746026107506,0,0,3,-4.4,72.1668418828998
"Austria",2010,"AUT",3,0,"2013-04-01",3,"deficit","due to revision of deficit/surplus or debt",0,0.1,"AT",0.660746026107506,0,0,3,-4.4,72.1668418828998
"Austria",2010,"AUT",3,0,"2013-10-01",3,"debt","due to revision of deficit/surplus or debt",12.2,12.7,"AT",0.660746026107506,0,0,3,-4.4,72.1668418828998
"Austria",2010,"AUT",3,0,"2013-10-01",3,"deficit","due to revision of deficit/surplus or debt",-0.1,0,"AT",0.660746026107506,0,0,3,-4.4,72.1668418828998
"Austria",2011,"AUT",2,0,"2011-10-01",0,"debt","due to revision of deficit/surplus or debt",0.1,0.1,"AT",0.63507965658751,NA,NA,NA,-2.6,73.1219988661213
"Austria",2011,"AUT",2,0,"2011-10-01",0,"deficit","due to revision of deficit/surplus or debt",0.1,0.1,"AT",0.63507965658751,NA,NA,NA,-2.6,73.1219988661213
"Austria",2011,"AUT",2,0,"2012-04-01",1,"debt","due to revision of deficit/surplus or debt",0,0.1,"AT",0.63507965658751,NA,NA,NA,-2.6,73.1219988661213
"Austria",2011,"AUT",2,0,"2012-04-01",1,"deficit","due to revision of deficit/surplus or debt",0.1,0.2,"AT",0.63507965658751,NA,NA,NA,-2.6,73.1219988661213
"Austria",2011,"AUT",2,0,"2012-10-01",1,"debt","due to revision of deficit/surplus or debt",0,0.1,"AT",0.63507965658751,NA,NA,NA,-2.6,73.1219988661213
"Austria",2011,"AUT",2,0,"2012-10-01",1,"deficit","due to revision of deficit/surplus or debt",0,0.2,"AT",0.63507965658751,NA,NA,NA,-2.6,73.1219988661213
"Austria",2011,"AUT",2,0,"2013-04-01",2,"deficit","due to revision of deficit/surplus or debt",0,0.2,"AT",0.63507965658751,NA,NA,NA,-2.6,73.1219988661213
"Austria",2011,"AUT",2,0,"2013-04-01",2,"debt","due to revision of deficit/surplus or debt",0.3,0.4,"AT",0.63507965658751,NA,NA,NA,-2.6,73.1219988661213
"Austria",2011,"AUT",2,0,"2013-10-01",2,"deficit","due to revision of deficit/surplus or debt",-0.3,-0.1,"AT",0.63507965658751,NA,NA,NA,-2.6,73.1219988661213
"Austria",2011,"AUT",2,0,"2013-10-01",2,"debt","due to revision of deficit/surplus or debt",11.2,11.6,"AT",0.63507965658751,NA,NA,NA,-2.6,73.1219988661213
"Austria",2011,"AUT",2,0,"2014-04-01",3,"deficit","due to revision of deficit/surplus or debt",0.1,0,"AT",0.63507965658751,NA,NA,NA,-2.6,73.1219988661213
"Austria",2011,"AUT",2,0,"2014-04-01",3,"debt","due to revision of deficit/surplus or debt",0,11.6,"AT",0.63507965658751,NA,NA,NA,-2.6,73.1219988661213
"Belgium",2003,"BEL",0,1,"2006-04-01",3,"debt","due to revision of deficit/surplus or debt",0,0,"BE",0.524224751999349,0,1,2,-1.8,93.5917890142282
"Belgium",2003,"BEL",0,1,"2006-04-01",3,"deficit","due to revision of deficit/surplus or debt",0,0,"BE",0.524224751999349,0,1,2,-1.8,93.5917890142282
"Belgium",2003,"BEL",0,1,"2006-10-01",3,"debt","due to revision of deficit/surplus or debt",0,0,"BE",0.524224751999349,0,1,2,-1.8,93.5917890142282
"Belgium",2003,"BEL",0,1,"2006-10-01",3,"deficit","due to revision of deficit/surplus or debt",0,0,"BE",0.524224751999349,0,1,2,-1.8,93.5917890142282
"Belgium",2004,"BEL",3,0,"2006-04-01",2,"debt","due to revision of deficit/surplus or debt",0,0,"BE",0.423026660403624,0,0,3,-0.2,88.4153279460512
"Belgium",2004,"BEL",3,0,"2006-04-01",2,"deficit","due to revision of deficit/surplus or debt",0,0,"BE",0.423026660403624,0,0,3,-0.2,88.4153279460512
"Belgium",2004,"BEL",3,0,"2006-10-01",2,"deficit","due to revision of deficit/surplus or debt",0,0,"BE",0.423026660403624,0,0,3,-0.2,88.4153279460512
"Belgium",2004,"BEL",3,0,"2006-10-01",2,"debt","due to revision of deficit/surplus or debt",0,0,"BE",0.423026660403624,0,0,3,-0.2,88.4153279460512
"Belgium",2004,"BEL",3,0,"2007-04-01",3,"debt","due to revision of deficit/surplus or debt",0,0,"BE",0.423026660403624,0,0,3,-0.2,88.4153279460512
"Belgium",2004,"BEL",3,0,"2007-04-01",3,"deficit","due to revision of deficit/surplus or debt",0,0,"BE",0.423026660403624,0,0,3,-0.2,88.4153279460512
"Belgium",2004,"BEL",3,0,"2007-10-01",3,"deficit","due to revision of deficit/surplus or debt",-0.2,-0.2,"BE",0.423026660403624,0,0,3,-0.2,88.4153279460512
"Belgium",2004,"BEL",3,0,"2007-10-01",3,"debt","due to revision of deficit/surplus or debt",0.1,0.1,"BE",0.423026660403624,0,0,3,-0.2,88.4153279460512
"Belgium",2005,"BEL",2,0,"2006-04-01",1,"debt","due to revision of deficit/surplus or debt",0,0,"BE",0.420925901453646,0,0,3,-2.6,87.02726980556
"Belgium",2005,"BEL",2,0,"2006-04-01",1,"deficit","due to revision of deficit/surplus or debt",0,0,"BE",0.420925901453646,0,0,3,-2.6,87.02726980556
"Belgium",2005,"BEL",2,0,"2006-10-01",1,"debt","due to revision of deficit/surplus or debt",0,0,"BE",0.420925901453646,0,0,3,-2.6,87.02726980556
"Belgium",2005,"BEL",2,0,"2006-10-01",1,"deficit","due to revision of deficit/surplus or debt",0,0,"BE",0.420925901453646,0,0,3,-2.6,87.02726980556
"Belgium",2005,"BEL",2,0,"2007-04-01",2,"debt","due to revision of deficit/surplus or debt",0,0,"BE",0.420925901453646,0,0,3,-2.6,87.02726980556
"Belgium",2005,"BEL",2,0,"2007-04-01",2,"deficit","due to revision of deficit/surplus or debt",0,0,"BE",0.420925901453646,0,0,3,-2.6,87.02726980556
"Belgium",2005,"BEL",2,0,"2007-10-01",2,"deficit","due to revision of deficit/surplus or debt",-0.3,-0.3,"BE",0.420925901453646,0,0,3,-2.6,87.02726980556
"Belgium",2005,"BEL",2,0,"2007-10-01",2,"debt","due to revision of deficit/surplus or debt",0.1,0.1,"BE",0.420925901453646,0,0,3,-2.6,87.02726980556
"Belgium",2005,"BEL",2,0,"2008-04-01",3,"debt","due to revision of deficit/surplus or debt",0.1,0.2,"BE",0.420925901453646,0,0,3,-2.6,87.02726980556
"Belgium",2005,"BEL",2,0,"2008-04-01",3,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.4,"BE",0.420925901453646,0,0,3,-2.6,87.02726980556
"Belgium",2005,"BEL",2,0,"2008-10-01",3,"debt","due to revision of deficit/surplus or debt",0.2,0.4,"BE",0.420925901453646,0,0,3,-2.6,87.02726980556
"Belgium",2005,"BEL",2,0,"2008-10-01",3,"deficit","due to revision of deficit/surplus or debt",0,-0.4,"BE",0.420925901453646,0,0,3,-2.6,87.02726980556
"Belgium",2006,"BEL",1,0,"2006-10-01",0,"deficit","due to revision of deficit/surplus or debt",0.2,0.2,"BE",0.506559933908556,0,0,3,0.3,83.2126353217175
"Belgium",2006,"BEL",1,0,"2006-10-01",0,"debt","due to revision of deficit/surplus or debt",0.1,0.1,"BE",0.506559933908556,0,0,3,0.3,83.2126353217175
"Belgium",2006,"BEL",1,0,"2007-04-01",1,"debt","due to revision of deficit/surplus or debt",0,0.1,"BE",0.506559933908556,0,0,3,0.3,83.2126353217175
"Belgium",2006,"BEL",1,0,"2007-04-01",1,"deficit","due to revision of deficit/surplus or debt",0,0.2,"BE",0.506559933908556,0,0,3,0.3,83.2126353217175
"Belgium",2006,"BEL",1,0,"2007-10-01",1,"debt","due to revision of deficit/surplus or debt",0.1,0.2,"BE",0.506559933908556,0,0,3,0.3,83.2126353217175
"Belgium",2006,"BEL",1,0,"2007-10-01",1,"deficit","due to revision of deficit/surplus or debt",0,0.2,"BE",0.506559933908556,0,0,3,0.3,83.2126353217175
"Belgium",2006,"BEL",1,0,"2008-04-01",2,"deficit","due to revision of deficit/surplus or debt",0,0.2,"BE",0.506559933908556,0,0,3,0.3,83.2126353217175
"Belgium",2006,"BEL",1,0,"2008-04-01",2,"debt","due to revision of deficit/surplus or debt",0.1,0.3,"BE",0.506559933908556,0,0,3,0.3,83.2126353217175
"Belgium",2006,"BEL",1,0,"2008-10-01",2,"debt","due to revision of deficit/surplus or debt",0.2,0.5,"BE",0.506559933908556,0,0,3,0.3,83.2126353217175
"Belgium",2006,"BEL",1,0,"2008-10-01",2,"deficit","due to revision of deficit/surplus or debt",-0.1,0.1,"BE",0.506559933908556,0,0,3,0.3,83.2126353217175
"Belgium",2006,"BEL",1,0,"2009-04-01",3,"debt","due to revision of deficit/surplus or debt",0,0.5,"BE",0.506559933908556,0,0,3,0.3,83.2126353217175
"Belgium",2006,"BEL",1,0,"2009-04-01",3,"deficit","due to revision of deficit/surplus or debt",0,0.1,"BE",0.506559933908556,0,0,3,0.3,83.2126353217175
"Belgium",2006,"BEL",1,0,"2009-10-01",3,"debt","due to revision of deficit/surplus or debt",0,0.5,"BE",0.506559933908556,0,0,3,0.3,83.2126353217175
"Belgium",2006,"BEL",1,0,"2009-10-01",3,"deficit","due to revision of deficit/surplus or debt",-0.1,0,"BE",0.506559933908556,0,0,3,0.3,83.2126353217175
"Belgium",2007,"BEL",0,1,"2007-10-01",0,"debt","due to revision of deficit/surplus or debt",0.1,0.1,"BE",0.372703730302321,0,1,2,0.1,80.2117141789034
"Belgium",2007,"BEL",0,1,"2007-10-01",0,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.1,"BE",0.372703730302321,0,1,2,0.1,80.2117141789034
"Belgium",2007,"BEL",0,1,"2008-04-01",1,"debt","due to revision of deficit/surplus or debt",0.1,0.2,"BE",0.372703730302321,0,1,2,0.1,80.2117141789034
"Belgium",2007,"BEL",0,1,"2008-04-01",1,"deficit","due to revision of deficit/surplus or debt",0.1,0,"BE",0.372703730302321,0,1,2,0.1,80.2117141789034
"Belgium",2007,"BEL",0,1,"2008-10-01",1,"debt","due to revision of deficit/surplus or debt",0.3,0.5,"BE",0.372703730302321,0,1,2,0.1,80.2117141789034
"Belgium",2007,"BEL",0,1,"2008-10-01",1,"deficit","due to revision of deficit/surplus or debt",0,0,"BE",0.372703730302321,0,1,2,0.1,80.2117141789034
"Belgium",2007,"BEL",0,1,"2009-04-01",2,"deficit","due to revision of deficit/surplus or debt",0,0,"BE",0.372703730302321,0,1,2,0.1,80.2117141789034
"Belgium",2007,"BEL",0,1,"2009-04-01",2,"debt","due to revision of deficit/surplus or debt",0,0.5,"BE",0.372703730302321,0,1,2,0.1,80.2117141789034
"Belgium",2007,"BEL",0,1,"2009-10-01",2,"debt","due to revision of deficit/surplus or debt",0,0.5,"BE",0.372703730302321,0,1,2,0.1,80.2117141789034
"Belgium",2007,"BEL",0,1,"2009-10-01",2,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.1,"BE",0.372703730302321,0,1,2,0.1,80.2117141789034
"Belgium",2007,"BEL",0,1,"2010-04-01",3,"debt","due to revision of deficit/surplus or debt",0,0.5,"BE",0.372703730302321,0,1,2,0.1,80.2117141789034
"Belgium",2007,"BEL",0,1,"2010-04-01",3,"deficit","due to revision of deficit/surplus or debt",0,-0.1,"BE",0.372703730302321,0,1,2,0.1,80.2117141789034
"Belgium",2007,"BEL",0,1,"2010-10-01",3,"debt","due to revision of deficit/surplus or debt",0,0.5,"BE",0.372703730302321,0,1,2,0.1,80.2117141789034
"Belgium",2007,"BEL",0,1,"2010-10-01",3,"deficit","due to revision of deficit/surplus or debt",0,-0.1,"BE",0.372703730302321,0,1,2,0.1,80.2117141789034
"Belgium",2008,"BEL",3,0,"2008-10-01",0,"deficit","due to revision of deficit/surplus or debt",0,0,"BE",0.457138978323548,0,0,3,-1.1,82.7027910304
"Belgium",2008,"BEL",3,0,"2008-10-01",0,"debt","due to revision of deficit/surplus or debt",0.3,0.3,"BE",0.457138978323548,0,0,3,-1.1,82.7027910304
"Belgium",2008,"BEL",3,0,"2009-04-01",1,"debt","due to revision of deficit/surplus or debt",0,0.3,"BE",0.457138978323548,0,0,3,-1.1,82.7027910304
"Belgium",2008,"BEL",3,0,"2009-04-01",1,"deficit","due to revision of deficit/surplus or debt",0,0,"BE",0.457138978323548,0,0,3,-1.1,82.7027910304
