unit,sector,na_item,geo\time	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 
MIO_EUR,S13,GD_F41,CZ	343.1 	172.0 	147.1 	349.4 	177.2 	265.1 	95.5 	178.7 	343.5 	366.2 	399.4 	477.2 	462.0 	305.3 	632.1 	214.9 	180.6 	133.8 	119.0 	110.8 
MIO_EUR,S13,GD_F41,DE	122143.8 	126594.3 	151422.6 	197006.6 	233482.9 	64070.9 	75447.1 	55165.0 	52575.3 	46685.5 	41035.8 	39260.3 	30092.1 	24916.4 	17697.6 	21728.0 	22730.8 	20273.6 	20647.2 	16183.6 
MIO_EUR,S13,GD_F41,DK	3903.1 	3756.1 	2423.7 	2297.5 	1537.8 	1710.5 	1204.7 	996.7 	1297.0 	711.4 	623.6 	503.9 	717.3 	562.6 	502.6 	: 	: 	: 	: 	: 
MIO_EUR,S13,GD_F41,EA17	206500.2 	204641.8 	241432.2 	280776.5 	318764.4 	135217.7 	135799.7 	117945.6 	102969.3 	97257.0 	93047.2 	92358.7 	70031.1 	62513.3 	56283.5 	57736.7 	55293.2 	65261.4 	67493.5 	83364.7 
MIO_EUR,S13,GD_F41,EA18	206511.3 	204645.3 	241432.8 	280781.3 	318772.5 	135347.1 	135938.0 	118001.4 	102974.1 	97262.2 	93051.1 	92441.8 	70036.8 	62518.7 	56286.7 	57738.9 	55294.2 	65262.6 	67520.8 	83408.2 
MIO_EUR,S13,GD_F41,EA19	206967.6 	205080.3 	241871.7 	281223.8 	319069.1 	135362.0 	136037.4 	118011.7 	102984.6 	97409.4 	93163.1 	92526.8 	70051.7 	62543.7 	56339.9 	57827.8 	55316.9 	65282.4 	67525.0 	83421.5 
MIO_EUR,S13,GD_F41,EE	7.2 	11.3 	11.7 	8.6 	7.3 	11.5 	10.2 	14.0 	6.5 	9.9 	3.4 	18.2 	15.8 	3.8 	5.7 	3.0 	2.8 	2.4 	2.2 	1.4 
MIO_EUR,S13,GD_F41,EL	2561.0 	183.0 	359.0 	662.0 	1004.0 	800.0 	852.0 	674.0 	1635.0 	460.0 	525.0 	583.0 	515.0 	1562.0 	2789.0 	521.0 	581.9 	513.2 	688.1 	169.5 
MIO_EUR,S13,GD_F41,ES	11668.0 	12078.0 	15139.0 	15232.0 	8438.0 	9775.0 	8089.0 	4928.0 	4859.0 	4567.0 	6554.0 	6507.0 	6014.0 	6799.0 	5809.0 	5382.0 	5859.0 	7474.0 	8858.1 	8171.8 
MIO_EUR,S13,GD_F41,EU25	245511.4 	230863.7 	266121.8 	309035.9 	340979.6 	163927.3 	184026.0 	168143.9 	156411.6 	149711.1 	140578.0 	129780.6 	110422.3 	101927.7 	102097.9 	: 	: 	: 	: 	: 
MIO_EUR,S13,GD_F41,EU27	247297.5 	230957.0 	266209.0 	309804.0 	341141.7 	164010.3 	184530.0 	168250.4 	156421.8 	149738.7 	140627.8 	129782.7 	110424.4 	101931.3 	102100.1 	: 	: 	: 	: 	: 
MIO_EUR,S13,GD_F41,EU28	247453.1 	231362.5 	266642.2 	310041.6 	341442.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,GD_F41,FI	2464.0 	2489.0 	4270.0 	3127.0 	2003.0 	1858.0 	1120.0 	544.0 	283.0 	1737.0 	2372.0 	3071.0 	244.0 	128.5 	197.9 	65.1 	35.7 	19.2 	3.6 	14.3 
MIO_EUR,S13,GD_F41,FR	11755.0 	8081.0 	9280.0 	9158.0 	29672.1 	21134.5 	14752.5 	23076.3 	15754.2 	16085.7 	16685.0 	18530.7 	6926.3 	5509.0 	10529.5 	10901.4 	10514.7 	21246.7 	16776.0 	32967.9 
MIO_EUR,S13,GD_F41,HR	155.6 	405.5 	433.2 	237.6 	300.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,GD_F41,HU	1174.5 	713.7 	1587.4 	1839.7 	1452.7 	451.2 	604.3 	631.9 	499.7 	414.9 	523.1 	357.5 	501.8 	174.8 	95.0 	46.5 	50.0 	99.7 	31.3 	141.8 
MIO_EUR,S13,GD_F41,IE	1320.3 	1441.8 	1886.1 	557.6 	731.2 	691.3 	437.1 	373.2 	360.8 	230.1 	515.9 	285.9 	351.2 	233.2 	109.7 	83.8 	64.0 	47.0 	50.8 	77.7 
MIO_EUR,S13,GD_F41,IT	14016.8 	16686.6 	19242.8 	16835.6 	15353.8 	14985.9 	13468.7 	12203.8 	12389.8 	11970.5 	9644.5 	9015.6 	10136.5 	7988.9 	6950.9 	6665.6 	5983.1 	4672.5 	5054.2 	4836.8 
MIO_EUR,S13,GD_F41,LT	456.3 	435.0 	438.9 	442.5 	296.6 	14.9 	99.4 	10.3 	10.5 	147.2 	112.0 	85.0 	14.9 	25.0 	53.1 	88.9 	22.7 	19.8 	4.3 	13.3 
MIO_EUR,S13,GD_F41,LU	464.8 	429.5 	435.9 	482.5 	479.0 	404.7 	379.9 	341.8 	333.9 	343.6 	331.5 	221.9 	116.7 	96.2 	73.1 	58.2 	47.9 	52.9 	56.9 	78.1 
MIO_EUR,S13,GD_F41,LV	11.1 	3.4 	0.7 	4.8 	8.1 	129.4 	138.3 	55.8 	4.8 	5.2 	3.9 	83.1 	5.7 	5.4 	3.2 	2.2 	1.1 	1.2 	27.2 	43.5 
MIO_EUR,S13,GD_F41,MT	31.3 	22.2 	80.2 	55.7 	49.0 	42.8 	75.6 	39.8 	34.9 	88.6 	99.3 	141.4 	77.0 	69.6 	60.1 	67.9 	52.1 	50.4 	40.9 	50.5 
MIO_EUR,S13,GD_F41,NL	28129.0 	26264.0 	27319.0 	18389.0 	12810.0 	10527.0 	11563.0 	9814.0 	4379.0 	4936.0 	5875.0 	8078.0 	9883.0 	9217.0 	6466.0 	5759.0 	5839.0 	5566.1 	8106.9 	6358.5 
MIO_EUR,S13,GD_F41,NO	3468.4 	9070.4 	3796.3 	3782.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,GD_F41,PL	298.1 	241.2 	273.0 	207.0 	203.0 	1181.6 	200.8 	154.2 	1226.3 	2224.1 	2484.5 	1876.7 	1237.5 	910.4 	420.3 	: 	: 	: 	: 	: 
MIO_EUR,S13,GD_F41,PT	2594.5 	2513.5 	3806.9 	5129.2 	4354.0 	1985.1 	2388.0 	3396.6 	2883.7 	2519.5 	3090.4 	1827.6 	1432.9 	1622.2 	1204.6 	869.4 	569.8 	233.2 	357.6 	460.8 
MIO_EUR,S13,GD_F41,RO	70.9 	85.0 	78.6 	590.0 	83.9 	72.2 	494.1 	103.3 	8.5 	25.5 	48.9 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: 
MIO_EUR,S13,GD_F41,SE	24311.6 	14766.3 	14280.4 	16610.6 	13000.5 	16358.8 	9463.4 	11376.6 	8940.5 	4904.9 	4472.1 	2724.6 	4850.9 	5488.4 	3060.1 	1371.2 	1884.6 	3817.1 	683.6 	439.8 
MIO_EUR,S13,GD_F41,SI	184.3 	48.8 	37.2 	38.8 	34.1 	20.6 	64.6 	12.8 	80.4 	91.6 	10.2 	113.0 	115.7 	142.2 	116.9 	111.6 	86.5 	79.0 	33.4 	0.0 
MIO_EUR,S13,GD_F41,SK	97.8 	598.8 	40.5 	103.4 	146.7 	198.3 	177.1 	53.9 	6.4 	112.5 	324.0 	36.1 	44.0 	46.0 	15.8 	37.3 	50.1 	37.2 	45.5 	2.1 
MIO_EUR,S13,GD_F41,UK	8513.3 	6134.1 	5538.5 	6507.8 	5539.4 	8598.1 	36419.9 	36794.2 	41119.9 	43680.1 	38912.1 	31313.8 	32601.1 	31942.5 	41047.9 	33747.8 	21255.8 	20826.2 	26596.7 	21226.5 
MIO_EUR,S13,GD_F42,AT	45263.7 	40492.1 	40003.0 	36313.0 	33876.4 	31019.7 	27978.8 	27988.4 	29162.4 	29847.3 	23576.3 	22542.7 	25557.9 	27431.0 	30257.9 	30406.7 	31638.9 	34091.2 	39955.7 	41063.5 
MIO_EUR,S13,GD_F42,BE	74434.0 	64786.4 	59875.7 	51751.5 	47618.5 	44075.3 	42572.6 	42243.5 	42097.4 	40927.2 	37511.0 	38193.1 	34689.1 	33593.0 	32794.0 	31952.3 	32295.9 	32573.3 	34564.4 	35486.0 
MIO_EUR,S13,GD_F42,BG	2802.4 	2816.1 	2418.6 	2326.8 	2277.7 	2099.0 	1768.4 	2014.4 	2180.4 	2790.3 	2997.0 	3007.6 	3112.8 	3610.0 	3885.6 	3632.5 	3658.5 	3313.7 	: 	: 
MIO_EUR,S13,GD_F42,CY	12138.6 	10938.3 	6245.3 	3995.5 	3278.1 	3297.1 	3365.0 	2804.2 	2700.9 	2642.6 	2503.0 	2379.3 	2212.4 	569.5 	642.1 	583.0 	562.6 	582.1 	642.4 	724.5 
MIO_EUR,S13,GD_F42,CZ	6395.8 	6918.9 	7549.3 	7213.6 	7032.2 	6373.0 	5655.6 	5528.5 	5479.9 	6035.2 	6563.5 	6822.8 	7169.6 	6621.0 	3029.0 	2776.4 	2719.9 	1887.5 	1703.6 	2230.9 
MIO_EUR,S13,GD_F42,DE	474878.1 	487161.9 	484824.8 	447145.4 	448154.8 	405420.8 	394362.1 	391181.9 	415558.4 	426893.2 	431657.5 	431937.4 	424979.2 	441131.5 	457721.4 	476282.5 	479718.2 	462597.4 	459616.9 	445814.0 
MIO_EUR,S13,GD_F42,DK	18012.2 	18047.1 	18006.0 	17666.2 	17757.1 	16358.9 	16224.5 	15440.3 	13589.1 	13024.0 	11931.3 	10794.2 	11833.4 	9261.6 	11890.6 	: 	: 	: 	: 	: 
MIO_EUR,S13,GD_F42,EA17	1745080.8 	1727243.4 	1660291.8 	1300659.9 	1187462.7 	1044937.0 	984837.3 	954074.2 	972083.0 	957111.9 	936188.2 	925069.2 	871497.5 	891407.3 	908318.3 	936147.0 	949075.5 	954237.5 	975458.9 	958358.5 
MIO_EUR,S13,GD_F42,EA18	1748863.5 	1732041.1 	1665174.3 	1306691.4 	1193507.2 	1049452.5 	986413.4 	954758.9 	972549.4 	957462.0 	936517.2 	925391.6 	871870.1 	891835.7 	908729.3 	936566.3 	949429.7 	954579.9 	975791.2 	958668.8 
MIO_EUR,S13,GD_F42,EA19	1751201.5 	1734375.8 	1667207.2 	1308405.6 	1195097.2 	1050676.9 	986941.3 	955107.7 	972933.1 	957839.0 	937050.0 	926152.5 	872894.1 	893130.2 	910019.0 	937875.4 	950398.4 	955370.5 	976411.2 	959068.7 
MIO_EUR,S13,GD_F42,EE	1794.5 	1599.4 	1455.5 	724.5 	717.0 	745.5 	560.1 	459.1 	398.8 	367.4 	346.1 	354.6 	298.3 	285.9 	256.3 	281.0 	219.6 	228.3 	217.4 	184.0 
MIO_EUR,S13,GD_F42,EL	242714.0 	239008.0 	210238.0 	102845.0 	65808.0 	35826.0 	37630.0 	37382.0 	38772.0 	39681.0 	41730.0 	42912.0 	44353.0 	45669.0 	37181.0 	33317.8 	29682.5 	34836.2 	33883.2 	35949.9 
MIO_EUR,S13,GD_F42,ES	193075.0 	184524.0 	202021.0 	113914.0 	103011.0 	82780.0 	71881.0 	61945.0 	62448.0 	62330.0 	60331.0 	52519.0 	52218.0 	51031.0 	51547.0 	51536.0 	52769.0 	52878.6 	60760.3 	58990.0 
MIO_EUR,S13,GD_F42,EU25	1876899.1 	1857617.0 	1791024.3 	1426298.5 	1306900.0 	1147466.8 	1074869.4 	1043435.5 	1057709.8 	1038015.8 	1018958.5 	1002688.8 	948784.2 	966903.4 	986609.2 	: 	: 	: 	: 	: 
MIO_EUR,S13,GD_F42,EU27	1896248.2 	1878205.2 	1811474.4 	1446607.0 	1326140.5 	1162695.9 	1085477.4 	1053781.9 	1067711.3 	1048529.8 	1028697.5 	1011579.0 	957783.1 	976729.3 	994777.1 	: 	: 	: 	: 	: 
MIO_EUR,S13,GD_F42,EU28	1909940.1 	1891815.4 	1824043.9 	1458855.2 	1336527.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,GD_F42,FI	23109.0 	20964.0 	17882.0 	15131.0 	12666.0 	11611.0 	11216.0 	10697.0 	10341.0 	9563.0 	8742.0 	8304.0 	7682.0 	6986.2 	6237.0 	5752.0 	6222.3 	5272.0 	5620.5 	5932.0 
MIO_EUR,S13,GD_F42,FR	282385.0 	274822.0 	259996.0 	225602.0 	214617.3 	207263.8 	194632.4 	185977.6 	177885.2 	174522.8 	169847.4 	164547.5 	160851.0 	159511.8 	161801.5 	162027.0 	168560.4 	170390.2 	175734.2 	162848.4 
MIO_EUR,S13,GD_F42,HR	13691.9 	13610.2 	12569.4 	12248.3 	10386.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,GD_F42,HU	9811.4 	13070.7 	15870.3 	18385.3 	19976.2 	19239.2 	12622.1 	6110.9 	6927.5 	5242.9 	5301.6 	5810.0 	8256.8 	7341.6 	8198.3 	9609.5 	11555.0 	12361.3 	12374.4 	17270.9 
MIO_EUR,S13,GD_F42,IE	61870.3 	69870.3 	58962.9 	37165.7 	33406.7 	2150.8 	2355.6 	1712.6 	1655.3 	1743.9 	1228.1 	1371.0 	1907.7 	2726.8 	3230.1 	3830.2 	5428.6 	6188.8 	6917.3 	9078.3 
MIO_EUR,S13,GD_F42,IT	156818.3 	160303.4 	155974.7 	133366.7 	130620.8 	129038.2 	126611.8 	132715.6 	132587.3 	110527.4 	102228.6 	106490.3 	63934.8 	69298.1 	68754.2 	76379.8 	71346.6 	78960.6 	74839.8 	70221.7 
MIO_EUR,S13,GD_F42,LT	2338.0 	2334.7 	2032.9 	1714.2 	1590.0 	1224.4 	527.9 	348.8 	383.7 	377.0 	532.8 	760.9 	1024.0 	1294.5 	1289.6 	1309.1 	968.7 	790.6 	620.0 	399.9 
MIO_EUR,S13,GD_F42,LU	4269.2 	4165.8 	3942.6 	3403.7 	3045.3 	2987.5 	2863.2 	2070.9 	1787.1 	1203.5 	1044.5 	1013.7 	910.2 	845.4 	724.5 	665.6 	646.5 	685.5 	713.3 	819.1 
MIO_EUR,S13,GD_F42,LV	3782.7 	4797.6 	4882.5 	6031.5 	6044.5 	4515.5 	1576.2 	684.7 	466.4 	350.2 	328.9 	322.4 	372.6 	428.4 	411.1 	419.3 	354.3 	342.4 	332.3 	310.3 
MIO_EUR,S13,GD_F42,MT	361.3 	353.8 	264.9 	404.4 	391.9 	391.4 	418.5 	435.7 	454.1 	464.0 	459.1 	489.7 	462.0 	530.6 	530.7 	478.8 	173.7 	177.4 	162.2 	168.0 
MIO_EUR,S13,GD_F42,NL	65936.0 	67510.0 	68435.0 	66785.0 	64360.0 	67390.0 	51136.0 	39411.0 	39948.0 	39652.0 	38153.0 	37700.0 	38710.0 	40860.0 	44772.0 	52097.0 	62371.0 	67090.2 	74829.8 	85170.0 
MIO_EUR,S13,GD_F42,NO	37446.8 	42125.3 	46007.0 	40015.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,GD_F42,PL	43293.8 	38930.7 	36415.3 	31941.0 	28608.1 	21332.0 	16078.0 	16597.5 	16752.8 	17138.3 	21649.9 	23156.4 	27278.8 	30620.0 	34031.9 	: 	: 	: 	: 	: 
MIO_EUR,S13,GD_F42,PT	97500.2 	92242.3 	82542.9 	57027.4 	21965.1 	17621.8 	14147.0 	14011.8 	13070.7 	13218.4 	12874.3 	10437.4 	8679.0 	6507.9 	5075.1 	4606.6 	4216.8 	4072.8 	4033.0 	3724.9 
MIO_EUR,S13,GD_F42,RO	16546.7 	17772.2 	18031.5 	17981.7 	16962.9 	13130.1 	8839.6 	8332.0 	7821.1 	7723.7 	6742.0 	5882.6 	5886.0 	6215.9 	4282.3 	3352.7 	2465.7 	2323.7 	1498.0 	: 
MIO_EUR,S13,GD_F42,SE	19252.6 	19525.5 	18064.2 	15764.7 	12957.2 	10203.5 	10070.1 	10658.7 	10924.0 	10862.3 	11327.8 	11698.1 	11148.6 	10598.0 	11334.3 	12375.2 	9738.8 	10944.3 	10302.4 	9811.8 
MIO_EUR,S13,GD_F42,SI	3511.6 	3275.4 	2946.9 	1861.3 	1575.6 	1015.6 	758.9 	806.9 	883.1 	1049.4 	1004.6 	954.8 	1050.5 	1126.6 	1128.2 	1048.6 	1087.0 	881.6 	870.7 	837.4 
MIO_EUR,S13,GD_F42,SK	5021.9 	5226.3 	4680.6 	3223.9 	2350.1 	2302.5 	2348.3 	2231.1 	2333.2 	2478.7 	2951.7 	2922.7 	3002.4 	3303.0 	5665.5 	4902.2 	2136.0 	2731.3 	2097.8 	1347.0 
MIO_EUR,S13,GD_F42,UK	28931.8 	26748.2 	27912.0 	26922.1 	25472.0 	23283.4 	27277.7 	33992.0 	31103.5 	27873.9 	25134.4 	18254.8 	10202.9 	9331.1 	8106.1 	8835.5 	8868.0 	12088.4 	6879.4 	6723.0 
MIO_EUR,S13,IGL_F4_EA17,AT	7149.3 	6863.1 	5740.7 	2038.2 	607.4 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,IGL_F4_EA17,BE	8956.4 	8599.8 	7198.0 	2585.6 	830.3 	129.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,IGL_F4_EA17,BG	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,IGL_F4_EA17,CY	361.6 	392.8 	404.7 	143.9 	42.8 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,IGL_F4_EA17,CZ	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,IGL_F4_EA17,DE	69726.5 	66935.2 	55989.0 	19879.5 	5924.8 	648.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,IGL_F4_EA17,DK	399.9 	400.1 	201.0 	0.0 	0.0 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,IGL_F4_EA17,EA17	240464.6 	230915.0 	193325.4 	69234.2 	21072.3 	777.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,IGL_F4_EA17,EA18	240464.6 	230915.0 	193325.4 	69234.2 	21072.3 	777.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,IGL_F4_EA17,EA19	240464.6 	230915.0 	193325.4 	69234.2 	21072.3 	777.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,IGL_F4_EA17,EE	484.7 	458.3 	354.8 	13.7 	0.0 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,IGL_F4_EA17,EL	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,IGL_F4_EA17,ES	30574.7 	29350.7 	24541.7 	8717.0 	2597.6 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,IGL_F4_EA17,EU25	245608.5 	235785.1 	196296.7 	69716.7 	21072.3 	777.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,IGL_F4_EA17,EU27	245608.5 	235785.1 	196296.7 	69716.7 	21072.3 	777.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,IGL_F4_EA17,EU28	245608.5 	235785.1 	196296.7 	69716.7 	21072.3 	777.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,IGL_F4_EA17,FI	4617.3 	4432.5 	3707.7 	1316.1 	392.0 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,IGL_F4_EA17,FR	52362.4 	50266.2 	42029.8 	14928.8 	4449.0 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,IGL_F4_EA17,HR	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,IGL_F4_EA17,HU	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,IGL_F4_EA17,IE	347.4 	347.4 	347.4 	347.4 	347.4 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,IGL_F4_EA17,IT	45997.8 	44155.9 	36932.3 	13117.8 	3909.1 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,IGL_F4_EA17,LT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,IGL_F4_EA17,LU	643.2 	617.4 	516.5 	183.3 	54.6 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,IGL_F4_EA17,LV	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,IGL_F4_EA17,MT	232.5 	223.2 	186.6 	66.1 	19.8 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,IGL_F4_EA17,NL	14684.2 	14096.4 	11791.0 	4186.7 	1247.0 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,IGL_F4_EA17,PL	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,IGL_F4_EA17,PT	1119.3 	1119.3 	1119.3 	1212.3 	547.6 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,IGL_F4_EA17,RO	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,IGL_F4_EA17,SE	602.3 	600.6 	300.0 	0.0 	0.0 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,IGL_F4_EA17,SI	1210.5 	1162.0 	972.0 	325.2 	102.9 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,IGL_F4_EA17,SK	1997.0 	1894.8 	1494.0 	172.6 	0.0 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,IGL_F4_EA17,UK	4141.7 	3869.5 	2470.3 	482.5 	0.0 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,IGL_F4_EA18,AT	7149.3 	6863.1 	5740.7 	2038.2 	607.4 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,IGL_F4_EA18,BE	8956.4 	8599.8 	7198.0 	2585.6 	830.3 	129.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,IGL_F4_EA18,BG	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,IGL_F4_EA18,CY	361.6 	392.8 	404.7 	143.9 	42.8 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,IGL_F4_EA18,CZ	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,IGL_F4_EA18,DE	69726.5 	66935.2 	55989.0 	19879.5 	5924.8 	648.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,IGL_F4_EA18,DK	399.9 	400.1 	201.0 	0.0 	0.0 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,IGL_F4_EA18,EA17	240464.6 	230915.0 	193325.4 	69234.2 	21072.3 	777.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,IGL_F4_EA18,EA18	240464.6 	230915.0 	193325.4 	69234.2 	21072.3 	777.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,IGL_F4_EA18,EA19	240464.6 	230915.0 	193325.4 	69234.2 	21072.3 	777.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,IGL_F4_EA18,EE	484.7 	458.3 	354.8 	13.7 	0.0 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,IGL_F4_EA18,EL	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,IGL_F4_EA18,ES	30574.7 	29350.7 	24541.7 	8717.0 	2597.6 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,IGL_F4_EA18,EU25	245608.5 	235785.1 	196296.7 	69716.7 	21072.3 	777.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,IGL_F4_EA18,EU27	245608.5 	235785.1 	196296.7 	69716.7 	21072.3 	777.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,IGL_F4_EA18,EU28	245608.5 	235785.1 	196296.7 	69716.7 	21072.3 	777.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,IGL_F4_EA18,FI	4617.3 	4432.5 	3707.7 	1316.1 	392.0 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,IGL_F4_EA18,FR	52362.4 	50266.2 	42029.8 	14928.8 	4449.0 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,S13,IGL_F4_EA18,HR	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
